object,color,cand_idx,path,url,original_caption
ball,black,11,ball/black/cand_011.png,https://us.123rf.com/450wm/chatcameraman/chatcameraman1907/chatcameraman190700007/128701769-volleyball-ball-icon-set-with-black-white-and-colorful-ball-on-white-background-vector-illustration-.jpg?ver=6,"volleyball ball icon set with black, white and colorful ball on white background, vector illustration design Reklamní fotografie - 128701769"
apple,white,5,apple/white/cand_005.png,https://twt-thumbs.washtimes.com/media/image/2019/05/22/AP_18121618654687_c0-0-4971-2898_s885x516.jpg?2d644c0a1de8fbaec36815c970435ab36d15ecc4,"Michael Caputo, left, joined by his attorney Dennis C. Vacco, leaves after being interviewed by Senate Intelligence Committee staff investigating Russian meddling in the 2016 presidential election, on Capitol Hill in Washington, Tuesday, May 1, 2018. (AP Photo/J. Scott Applewhite)"
ball,black,12,ball/black/cand_012.png,http://dpegb9ebondhq.cloudfront.net/product_photos/2415582/ballet_shoes_black_le_1_medium.jpg,Ballet_shoes_black_le_1_medium
apple,orange,3,apple/orange/cand_003.png,https://cdn.shopify.com/s/files/1/0465/0188/8158/products/5f66ec4b99b44-Apple-iPhone-6s-with-Apple-Hole_300x300.jpg?v=1600580747,Phone Case for Apple iPhone - Just Chillin' Orange
ball,black,13,ball/black/cand_013.png,https://img.freepik.com/free-photo/excited-young-black-male-hitting-ball-seashore_23-2148137822.jpg?size=626&ext=jpg,Excited young black male hitting ball on seashore
ball,black,14,ball/black/cand_014.png,https://images-na.ssl-images-amazon.com/images/I/4169s-Lei6L.jpg,Homme Nike Academy T Football Total Multicolore Vaporx Orange Chaussures 810 Black de 12 IC wq0xg0YE7r
flower,brown,1,flower/brown/cand_001.png,http://i00.i.aliimg.com/wsphoto/v0/975081542/red-rose-flower-with-brown-leopard-animal-printed-bedding-set-3D-oil-painting-bed-linen-cotton.jpg_200x200.jpg,red rose flower with brown leopard animal printed bedding set 3D oil painting bed linen cotton full queen duvet covers sets 4pcs
ball,black,15,ball/black/cand_015.png,https://images-na.ssl-images-amazon.com/images/I/41Rwbum%2BkDL.jpg,DREAM PAIRS Little Kid 160472-K Red Black Silver Soccer Football Cleats Shoes - 12 M US Little Kid
ball,black,16,ball/black/cand_016.png,https://us.123rf.com/450wm/betochagas/betochagas1312/betochagas131200542/24750180-football-player-with-a-black-uniform-on-a-black-background.jpg?ver=6,"football player: Football Player with a black uniform, on a black background. Stock Photo"
ball,black,17,ball/black/cand_017.png,https://cdn.shopify.com/s/files/1/1080/7140/products/AMHO113-HGREYBLACK-3_medium.jpg?v=1483577474,HGRAYBLACK Quilted Baseball Hoodie Jacket - URBANCREWS
apple,white,6,apple/white/cand_006.png,https://t2.ftcdn.net/jpg/00/48/47/81/400_F_48478146_dO9YP59hzJp8s7cR9PypV6QOZiy7tyCM.jpg,Useful apple juice with apples around isolated on white
ball,black,18,ball/black/cand_018.png,https://meallogger.files.wordpress.com/2015/08/unnamed.jpg?w=300&,"Hockey balls during the Hockey Golden Summer Series - Black Sticks Men v Korea, Tauranga Hockey Centre, Blake Park, Mount Maunganui, New Zealand. Saturday 19 February 2011. Photo: Simon Watts/PHOTOSPORT"
apple,blue,3,apple/blue/cand_003.png,https://www.hicity.fr/img/220x220/mini-haut-parleur-enceinte-portable-sans-fil-bluetooth-haut-parleur-k01-or-109039.jpg,Mini Haut Parleur Enceinte Portable Sans Fil Bluetooth Haut-Parleur K01 pour Apple iPhone Xs Max Or
apple,white,7,apple/white/cand_007.png,http://hd.wallpaperswide.com/thumbs/nagoya_castle_in_black_and_white-t2.jpg,Nagoya Castle In Black And White ❤ 4K UHD Wallpaper for Wide 16:10 5:3 Widescreen WHXGA WQXGA WUXGA WXGA WGA ; 4K UHD 16:9 Ultra High Definition 2160p 1440p 1080p 900p 720p ; UHD 16:9 2160p 1440p 1080p 900p 720p ; Standard 4:3 5:4 3:2 Fullscreen UXGA XGA SVGA QSXGA SXGA DVGA HVGA HQVGA ( Apple Power
apple,white,8,apple/white/cand_008.png,https://img3.stockfresh.com/files/sstk/20/654928-stock-photo-green-apples-with-stethoscope-against-white-background-69124408.jpg,Green apple and measuring tape with stethoscope on white  stock photo © Sandralise
ball,black,19,ball/black/cand_019.png,https://img01.ztat.net/article/spp-media-p1/881ce743d3d330b380c7a4a125337bd9/277ae5bf3d8f45d0bf92d3d168b03e05.jpg?imwidth=300&filter=packshot,PREDATOR SPORTS FOOTBALL SHIN GUARD UNISEX - Shin pads - white/silvmt/black
apple,white,9,apple/white/cand_009.png,https://s.sdgcdn.com/7/2018/10/6c411c30b1831edb79701f31d8e9254f64b7c16c_white__1_-600x600.jpg,Apple iPhone XR 128GB White
ball,black,20,ball/black/cand_020.png,http://debenhams.scene7.com/is/image/Debenhams/37484_BJER026670?$V7PdpLarge$,Betty Jackson.Black - Rose gold and glass ball cluster drop earring
ball,black,21,ball/black/cand_021.png,https://cdn.shopify.com/s/files/1/1415/1788/products/51oCl6q44aL._SL1000_large.jpg?v=1571439357,"""Swarovski Crystal Trimmed Chandelier Black Wrought Iron Crystal Chandelier Lighting H 19"""" W 20"""" Dressed With Feng Shui 40Mm Crystal Balls - A83-B6/3530/6 Sw"""
banana,blue,1,banana/blue/cand_001.png,https://1.bp.blogspot.com/-7sXk3dephTw/V0SFxk84Z3I/AAAAAAAAqcE/Cet-f7ON8FUZ3FSxwv9gr1a83MFAu23fACLcB/s1600/French%2BToast%2BKebabs%2Bwith%2BChocolate%2BHazelnut%2BDrizzle.jpg,"French Toast Kebabs with Chocolate Hazelnut Drizzle are a simple and fun brunch recipe that is loaded with fresh bananas, strawberries, raspberries and blueberries! www.nutritionistreviews.com"
apple,white,10,apple/white/cand_010.png,https://cdn.shopify.com/s/files/1/2012/3181/products/leather-folding-wallet-case-and-stand-for-apple-iphone-6-plus-white-pink-24539_f76cf060-fccd-4cb4-b203-5b7626d72e29_250x250@2x.jpg?v=1522870401,"Apple Iphone Se - Infolio Leather Folding Wallet Phone Case, White/Pink for Apple iPhone 5/iPhone 5s/iPhone SE"
apple,blue,4,apple/blue/cand_004.png,https://images-na.ssl-images-amazon.com/images/I/41Odss97kUL.jpg,"Headset System Bluetooth Usb (Wall Charger, 2.4A 12W Dual Port Portable Universal USB Wall Charger Apple iPhone,iPad, Samsung Galaxy, HTC Nexus Moto BlackBerry, Bluetooth Speaker Headset & Power Bank, White (2-Pack))"
ball,black,22,ball/black/cand_022.png,https://cdn.shopify.com/s/files/1/1521/7664/products/product-image-116120966.jpg?v=1477930952,(Left and Right) PAF103 10+1BB Ball Bearings Hand Bait Casting Fishing Reel High Speed Bait Casting Pesca 6.3:1 Blue and Black
ball,black,23,ball/black/cand_023.png,https://static2.bigstockphoto.com/8/7/1/large2/178162624.jpg,"American Football Helmet in black. Dots, lines, triangles, text, color effects and background on a separate layers, color can be changed in one click. Vector illustration"
apple,white,11,apple/white/cand_011.png,https://as1.ftcdn.net/jpg/02/21/67/50/500_F_221675087_qNBu672hJRb8rGmP8321OIxNVE1Hei4L.jpg,"Homemade Crispbread toast with Cottage Cheese, Pineapple and honey on white wooden board."
apple,white,12,apple/white/cand_012.png,https://us.123rf.com/450wm/membio/membio1109/membio110900588/10665999-close-up-view-of-some-fresh-royal-gala-apples-isolated-on-a-white-background.jpg,Close up view of some fresh royal gala apples isolated on a white background.
ball,black,24,ball/black/cand_024.png,https://www.futbolemotion.com/imagesarticulos/108810/540/pantalon-largo-nike-football-pant-black-university-red-0.jpg,Pantalón largo  Nike Dry Football Pant Black-University red
apple,blue,5,apple/blue/cand_005.png,https://i.macuser.ua/product/6342/icon.jpg?_=1536933442,Спортивный ремешок Apple 40mm Blue Horizon Sport Band - S/M & M/L
ball,black,25,ball/black/cand_025.png,https://ak1.ostkcdn.com/images/products/10374180/P17480273.jpg?imwidth=320&amp;impolicy=medium,"""""""Papa Says"""" By Susan Ball, Printed Wall Art, Ready To Hang Framed Poster, Black Frame"""
ball,black,26,ball/black/cand_026.png,http://rlv.zcache.co.uk/black_sparkle_disco_ball_40th_birthday_party_invitation-rf1560f20f69a4e92b8b5a66b56e05470_imtzy_8byvr_152.jpg,Black Sparkle Disco Ball 40th Birthday Party Invite
flower,brown,2,flower/brown/cand_002.png,https://static2.bigstockphoto.com/thumbs/9/2/6/small2/62904355.jpg,stock photo of origanum majorana  - fresh flavoring herbs oregano in brown wicker basket flowerpot isolated on white background - JPG
ball,black,27,ball/black/cand_027.png,https://cdn.shopify.com/s/files/1/0012/9577/7903/products/AZDN-2010-K3BLK-AzodinKaos3Semi-Automatic-SPECS_300x300_crop_center.jpg?v=1619468721,Azodin Kaos 3 Semi-Automatic .68 Caliber Paintball Gun Marker - Black / Black - PaintballDeals.com
ball,black,28,ball/black/cand_028.png,https://media.yoox.biz/items/11/11680025RI_12_a.jpg,SHOES Calfskin Tabi ballet flats Black
ball,black,29,ball/black/cand_029.png,https://cdn.shopify.com/s/files/1/0002/2105/2969/products/Hat_13_01_720x@2x.jpeg?v=1556297033,Black Cotton Ballcap
apple,white,13,apple/white/cand_013.png,https://images10.newegg.com/productimage/58-753-148-13.jpg,Apple iPad with Retina Display 4th Gen (32 GB) with Wi-Fi - White - Model # MD514LL/A
apple,blue,6,apple/blue/cand_006.png,https://kimsloans.files.wordpress.com/2013/09/the-beatles-for-you-blue-apple.jpg?w=300&h=300,the-beatles-for-you-blue-apple
apple,white,14,apple/white/cand_014.png,http://ak1.ostkcdn.com/images/products/7512273/BasAcc-White-Flower-Snap-on-Rubber-Coated-Case-for-Apple-iPhone-5-bad706f0-38f2-4819-ba53-b3e09d7bf8a5_320.jpeg,BasAcc White/ Flower Snap-on Rubber Coated Case for Apple� iPhone 5/ 5S
apple,white,15,apple/white/cand_015.png,http://ak1.ostkcdn.com/images/products/6596295/79/232/BasAcc-Universal-White-USB-Travel-Charger-for-Apple-iPod-MLB14167903.jpg,BasAcc Universal White USB Travel Charger for Apple iPod
banana,blue,2,banana/blue/cand_002.png,https://media1.popsugar-assets.com/files/thumbor/jSZ9AbWmfXkktEbcOKKbIyBR0Ho/fit-in/1024x1024/filters:format_auto-!!-:strip_icc-!!-/2017/09/07/998/n/1922729/bf626cda7d311a86_blueberry-oatmeal-pancakes-4/i/Blueberry-Oatmeal-Vegan-Pancakes.jpg,how to make flourless blue berry banana pancakes
flower,brown,3,flower/brown/cand_003.png,https://cdn.shopify.com/s/files/1/0292/8053/products/DSC_0021_fb7b7d23-ed8f-4fc2-9f08-9d1796724115_large.JPG?v=1571271349,Antique Staffordshire Yellow Chintz & Brown Two Color Transferware Plate Roses Flowers
apple,blue,7,apple/blue/cand_007.png,http://ecx.images-amazon.com/images/I/31uKyHRDu8L.jpg,White and Blue Premium Bumper Case for Apple 
apple,white,16,apple/white/cand_016.png,https://farm4.static.flickr.com/3008/2575394599_824b8e3227_m.jpg,Fairytale (Silvie Murrey) Tags: selfportrait me apple fairytale book textures fantasy snowwhite picturesque aod artisticexpression wickedqueen goldstaraward bestflickrphotography
apple,white,17,apple/white/cand_017.png,http://l1.yimg.com/bt/api/res/1.2/19yfg9F2_G1Cg5wnCsRTig--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTM3NztpbD1wbGFuZTtweG9mZj01MDtweW9mZj0wO3E9NzU7dz02NzA-/http://media.zenfs.com/en_us/News/ap_webfeeds/c5aba5e0abf85b02270f6a70670032e6.jpg,"FILE - This Jan. 15, 2013 file photo shows House Speaker John Boehner of Ohio walking on Capitol Hill in Washington. Republican leaders scramble for votes on a stopgap debt-limit measure that would let the government keep borrowing until at least mid-May, giving up for now on trying to win spending "
flower,brown,4,flower/brown/cand_004.png,https://images.collection.cooperhewitt.org/220604_65c0375cea21d1dc_n.jpg,"Fragment showing two birds amidst flowers, leaves and tree branches. Colors are brown, pink and black with blue and yellow making green."
apple,blue,8,apple/blue/cand_008.png,https://i.pinimg.com/236x/05/73/85/057385038c93caa22aaf95144e9c0c9f.jpg,"Refreshing sweet, bright Blueberry Pineapple Salsa is addictingly delicious with chips, on chicken, fish, tacos or just a spoon!  This easy salsa makes everything better!"
apple,white,18,apple/white/cand_018.png,https://t1.ftcdn.net/jpg/00/41/83/38/400_F_41833891_bxjZjanwXkRW50Yj6TPVjtE3zIHq12cS.jpg,green apple and it's slice isolated on white
apple,blue,9,apple/blue/cand_009.png,https://images-na.ssl-images-amazon.com/images/I/61EeO8BzLbL._SX569_.jpg,detailed look a6292 be748 kwmobile TPU Silicone Case for Apple iPhone 7 Plus / 8 Plus - Soft Flexible  Shock Absorbent Protective Phone Cover - Light Blue Matte
apple,white,19,apple/white/cand_019.png,https://thumbs.dreamstime.com/t/dark-grey-blackboard-white-lettering-happy-teachers-day-red-vase-white-flowers-green-apple-books-light-pink-69844609.jpg,"Dark grey blackboard with white lettering Happy Teachers Day, red vase with white flowers, green Apple on books Royalty Free Stock Images"
banana,blue,3,banana/blue/cand_003.png,https://us.123rf.com/450wm/chekat/chekat1603/chekat160300041/53774069-seamless-vector-pattern-of-yellow-bananas-on-a-blue-background-.jpg?ver=6,Seamless vector pattern of yellow bananas on a blue background.
banana,blue,4,banana/blue/cand_004.png,https://dtpmhvbsmffsz.cloudfront.net/posts/2015/08/25/55dcd5af713fde49bd02a354/s_55dcd5af713fde49bd02a355.jpg,Banana Republic nude and blue Purse
apple,orange,4,apple/orange/cand_004.png,http://news.bbcimg.co.uk/media/images/71485000/jpg/_71485961_2.jpg,Drawings of 5 oranges and 3 apples
